account.id,score
0x5519b78b0f40d62a110c787317a9833f36d937d8,82
0x606420fc17e08ce7d85a5068cede5542c0e47128,82
0x627c5ca5b6a3b1985c6f9aa8f11d4f188debfb97,82
0x64ae361c1c55f61a02d2c67a4c78457d5169ac56,82
0x697c62503e0e2767741f55ba8a7d62fd78718444,82
0x6d4090db32d7dd417668489964c05ed6811671f0,82
0x7ab83b5e9a93f55cba6776fee1b6b8a73f78dc5b,82
0x84443f61efc60d10da9f9a2398980cd5748394bb,82
0x84d99ef0f45a7d16a61f83955cc3147ffaea9a3a,82
0x8878d85f8e7e73645b92e004f4e557488ab32725,82
0x9b4e28020b94b28f9f09ede87f588e89c283cffd,82
0x9e46ffd82439c6c6017541bd4ae9986b64eab5a2,82
0xa1872b9b494556777d2b3ac5e699cf7fb377bafc,82
0xa43d0765cbe4d17830fccdb27a77fb22dcd5bb35,82
0xa85efd19852f56990a708d5d38d49552e8c75512,82
0xb0ca35bb14a17c41a87e81e91d299245ae0f9b5c,82
0xb3597a560e312af23349f599c3318b79e244ef72,82
0xb4756d65812236c4c82c768e7dcc58adb6cac975,82
0xb6a115cd4933cc404835279c0c562f67b74182cb,82
0xba2f752f7eccb6acffd73e532586050bf0a1fc32,82
0xc766ca67ed7216bf6f67e449f9789daddcc0e9ee,82
0xc95be28595eb64485dac63ad14f15e41c94ee468,82
0xcdc65de2a7bc4b56d20e98a387c1528e58bf3441,82
0xceb9e948ce562b3b3eaa2495e39841a62815a524,82
0xd19604efb40ece1efd6df5de6d3892112b51e99a,82
0xdec7eccd6e1abf4149b36ad5dd53afaf20eaa1a7,82
0xdfb00d9a518d82c9141506bbc6fb1fe5e727f55c,82
0xe34c3fb6f252c676f3697d5b913236ca3510f36d,82
0xe40afc776c18d8925199dcce78d0b06c9222b896,82
0xe69f609c75f8640fa034166c63929f2875c01343,82
0xeb64340f380b8c2e708c390a1a6be7d7c9c1c4e8,82
0xec8e446c52f2d4ac9048aff1813c636ac8334fc9,82
0x000be263b3ceb55d22ed9b40d7619f62c4862c80,80
0x0598df9ef51616e9c015a4f17918507259b22baf,80
0x08072a5fbc90eed1ca4fb863c1df8aa1fec61cfa,80
0x0b9b7a99308064bf1238dff693237429844fa623,80
0x0c31b6605686aa26df47eb45af0e4aa6639a5fd6,80
0x11e03d11ba8328b345e21a9c6ad442b64ec85e11,80
0x121667b6690f5040c672c3df912a5aaf8735ca23,80
0x165f43003b24d1f8a241ba1883da28eee6a9da94,80
0x18456bfb605e238af478e4af64bf5a2b5304a31e,80
0x1ee5d92751c7141798b399dffa49e41591bf3caf,80
0x2025a9196d6fa1011080845c6877f6460cdb302b,80
0x206e3058eb8ddae476ca1e3936259209dc01c2db,80
0x23732c68e444c09fca1c139d9e90a58217560224,80
0x25f5767d16002de565951051a2d0407583b22e6b,80
0x2871b76c348e12b88a28cef388d37326e85e2fec,80
0x30c2cc2a570378e2422fc75acd240978dfafbda9,80
0x32a4edb6edf93286fdfd6ea485d02d6a7baf4c1b,80
0x380e92c897b0856cc4ffdd0accc21ba01c9327e9,80
0x3825c8ba07166f34ce9a2cd1e08a68b105c82cb9,80
0x3979f8fd1176e266c0b8497ec74cbeab82949a7d,80
0x40941f5619974c639fe13fe977fd92805fc10ec3,80
0x40e652fe0ec7329dc80282a6db8f03253046efde,80
0x410c8568c94f707008bb7a5afd36421b0cf6c307,80
0x41b96e9c6758d12a7a1f67952466b2e104532604,80
0x41bc5e34131559048b12006a5a8889b122a1d57a,80
0x445c55b9a5338c45eea6f4cc9c1840883729a878,80
0x4685bb0077179b45095a3c2a175acd9b3cd59d1c,80
0x492ff1c96b398297fcacd6e7e1e968d2b2fc7da0,80
0x4b3a7af8c712d2bd0068f012a9426d2dc1073d2c,80
0x4d447a38edcf79f3ef588518413a55d717a93f9b,80
0x520632e2a0744d5e412d940607057712962678c9,80
0x540b3f3705ea15a75f759c74fa046dbb47d08981,80
0x5445f987ff43fe2b2c31b86ebfc585a3d6b02120,80
0x54f987c0a786031357427211046d9e7ef61f3891,80
0x58df55d6ab2db99d440241a607d91898b9ffd046,80
0x602dc1d22884e333fca32eb03105773c3b97b22b,80
0x608b0012afe1bbce4dde992d53a2075d74762040,80
0x60c514df3dd8bda1d67ca0f6e2d9184f4aefb279,80
0x60fc976145dd135c6bbc7df9406a60e8c2123850,80
0x6275515e9cf53d2c16a417eb321bf34ad83e7212,80
0x6378584a7b7916b303fa9398f465f92647033be7,80
0x644239848c7b402d813295893db428aae7cc4cb5,80
0x64ead14ad73ac013dcfa181ca72c13e935fb3c13,80
0x67bbbccddd394c2cfa15d3958904858b21040cc6,80
0x6996c784cda7a2841c3a6f579c896477586a1d9a,80
0x69ebcd09782fbe0712706c4904e4b3a49fcce5fb,80
0x6bc497332b40127d7202dc3bd9a9ec9b42a0108e,80
0x6d0e8bb55f2fd4a11dfb8e8382310c125df11bcb,80
0x7185fbff199928cbae71990ecb3cc4a7be2ff00a,80
0x71bb861eee90ebc82e9ee26778309560fd361538,80
0x7582ac6dc157ed93da48c46593daa011b99e9e3b,80
0x77d8c672d9fc98e44a036b2b24f51a9613da7e41,80
0x80cbe79db5cba89d98b751d706f76b7980176293,80
0x8662f71896d5770e2991a2e6fc1836c5c5ba3a67,80
0x89ff1c432d8adf7b4777117f91d58d4b64595ca7,80
0x8ae928cb080aa43a50393cd08de208ef2b1bb86a,80
0x8dbe431939b9c323d42e6ab160870a01f1d09549,80
0x90acd0fd2aa57ceb17bea4b9a7c95071d94c5ef0,80
0x9512e79aa38f53a6a758930400e2494bcb5bbf0a,80
0x9df06d2e25378f01a405c93310e289e8d06c9841,80
0x9f3226e9de5983804e7003a779ef2e59f7e09733,80
0xa00c99f5f955552742f1089ded88abdc74e67bac,80
0xa47f3ca11de68f500355dfd12d8c1b0e4f264f96,80
0xaaf4d001080b511df8ad90090c435ac1affc5a1a,80
0xab95c29198f082b86c2eed5b7c18aa5b80802394,80
0xb00ba6778cf84100da676101e011b3d229458270,80
0xb027257430f0e4dc0fad2184ff4b415761e8db20,80
0xb0804b6dbe7159bddc1b6c9c00c796d94eee1858,80
0xb6317af995693789900f85b2d93d1dd0f5deb558,80
0xb7128fb2180aa8d93c769ee7d261950c9acf002b,80
0xbd9ed130a53cfafcf81502e4d35329a6c4d53410,80
0xbed4e3cd89918563a9ce4b04cf5379daf566bd53,80
0xc08b8d37fcea0a2a3cf3b7120995577b309ec33d,80
0xc5b1928cef3298a5b27a09055bd57149c19edd7e,80
0xc64de5e0f97c21606e1f31426eb5c98ab729c08e,80
0xc8bef1a50119389ae31d2e426f7c71bf8cc10def,80
0xca07aacbfa8508e4aeb2269ae364e185bc9421d6,80
0xcc1e0a566dbd10869c071c811aba436357858f05,80
0xce9d0fce9560d8ee4b3fd9a2291635ae9843aea5,80
0xd062eeb318295a09d4262135ef0092979552afe6,80
0xd3609aee138dec27fb63395dc58b5f0c7ab701f2,80
0xd6390178b2002a0758e8b3486fddc1c4bc23ebe1,80
0xd6d81f6901d7230b599e3da4807f8de1a15651d3,80
0xd80c8da4b37cc49a5ef4521fccb56052378b1c78,80
0xd84e11bee5d555ccd905817cb8cbbd5b6e6c4f0d,80
0xd8cc3c23c9feb635ba1b18fd449188dda3b086c0,80
0xd9a25a008d5e5973a7e439002327a62d56adaab5,80
0xdb0c8dcd4dbd6b4504defbf3848e0123b012b68d,80
0xdbba7dd8177011af247adfab3828d6ec6a472bc8,80
0xdd7c40ad9dd3ba5708e3cc6deb90fcfc37933e09,80
0xde1d3f6b9fe90a9b64064ce5fd7343bff0bb939b,80
0xe0819c89815a3376e2a9a02d77e4e4a8c8387adb,80
0xe264d4f4169ec460c86019b94e390d3957135b6b,80
0xe2850aeceac7e8d955813100098606bfd1a01fdb,80
0xe364d707d9929e1685cfa3914ee427f9d4a89675,80
0xe41086f6e4801bf49c0f9e24fb147cdfaf952a89,80
0xe4b0fea2c1c6c90c356bfbbe04b7233a3f144c00,80
0xe5a3d77d7788a83f3549dd7f08fc2aced7e262d2,80
0xe670c92e93f88761004f86b28c101cd8b9ca57a9,80
0xe80d953d0b4f2931549473e803c95f559b6ea58e,80
0xe826cf83f03732ea35eaf4cd9627d57529feca4b,80
0xec75e6ae612401d4188266eb731697339b9b0f36,80
0xef90422ad2b181465d4c50c79018072e1976618c,80
0xf11d95bd4c18e4a792cd3ffb581e2c30890724a3,80
0xf17871042913d86d93d3ad7c5c5ccc5bd60cb5ac,80
0xf3c97135aa789fd6437d5bb67d32307bd7edac16,80
0xf41f0d91b6c49abe748fa75ee22a232750b778a7,80
0xf8fbc9298650f49f9b6280ead636c1811c6ca1a1,80
0xfeb79a4e213906571c20b6d6a1a3dc45d8355c1d,80
0xff2bbb591d9ee23259e3e95d931ee59a61b2212f,80
0xffdc0c7dff4bdabc76e69f1ffd0c11d54b21369b,80
0x97c21083c8c62a2e3db72ca4cac91b138a07872a,79.96778054
0xcd47c8194c0ea6b938327cb82b4f5b9aa0941c61,78.67421262
0x000000aaee6a496aaf7b7452518781786313400f,78
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,78
0x002f9caf40a444f20813da783d152bdfaf42852f,78
0x009b56330ae5ec5042b9ca46ddb3043cc0d006f3,78
0x009b6817807c332b9445f5c9cf2ac94631fe876e,78
0x00fe460a15b49d09f39b057d0f1a7b9444f4f2be,78
0x0118289457e9fd02c05e37e27a11bd09d3500021,78
0x01b29eb97ec05b81abd72b77035d99dc1b482c1a,78
0x01e7f16e17c50d070eb66787f25ce3be405d6038,78
0x0215c140840b896e1e371525d1f70cefbd09aafa,78
0x0385f650cc068367fcdc2f9f739766f82405fd09,78
0x03d4695df4b8d321d31c94de8f430e3450f50498,78
0x06a437b2afcd7b6261bc26399b30f0102eae3af0,78
0x06d57af6792edf066046aaf958d92ae5558e0e56,78
0x075102800212aef1077cbb021f710397792e22ac,78
0x083674408a89ccbb0fc9653cf93a1de0b017a2e2,78
0x10aa95a9a64b4a72af7f26ea92c737d99d0d5da8,78
0x1303b9d1d5fdfb7d822c7e285de118280a4a17e3,78
0x13dc08f5ddbcbfdf6ebc04c909c3052a2aa7a111,78
0x14ffae1d2804eaf261586a6378218eb5e7235066,78
0x152b8c153e4f18bfe1cb3f2eaa563813c758e279,78
0x15c423e2c5e4980d556acd3a02ccb160d0a1d03a,78
0x1699bcca0cb5ee41049d5e3cbff75c31bc0f15cb,78
0x197a78fe1bd3bbb64c1325c027bde8f67bac1770,78
0x19a80349afe1ebd2f4eeca0e49ca5bba282ff049,78
0x1a78e512008b2fac6cea2b8d8e54f1e304f3cd2d,78
0x1b1bc8b714737c8456a0590d307d73da2a4d9249,78
0x1b3e1786c3f8524ca0f3175b0b37bcc1bee5a6d5,78
0x1c7c13756d70a3150caaddf10861eb11634d2731,78
0x20aec996ce9d508a7f51b2a217bf6a87b6be0ef1,78
0x2235cd349113837ffc6d3e41ad8f64a84f3d20e5,78
0x229229284c0ea7c2a898765a5652fc03f0e35293,78
0x22b660f6e6a007acea649acd028a8d057c15620c,78
0x23c1d8550966bf6a1fb04fce5dee74c8dd9eab33,78
0x24a8c6a987c8249bf507dd7638bd832b11a5b65c,78
0x25f952c6b87d3a9c48ac86b61f27b81a6f2ed332,78
0x2848b9f2d4faebaa4838c41071684c70688b455d,78
0x298afe764ceade43ba80ac4390195e8d9451d6ef,78
0x2fe55ecd0813821a209a944888206cc4dafcbe17,78
0x30887fc55cbfad3487cb55bfe1779f6d2ba1c118,78
0x3566974231473a3456d2305fea0bb0944d2ed698,78
0x3591d261da9ca19d83de5028d4caa02f22aaf9ee,78
0x35d3da57064d2f5ec5f0824caaa839a43026bd41,78
0x372cc010c6677434739398463c6bc11e995ebf26,78
0x3b38a44e2c4902c4734c552dd38d1cd6f91cfb2f,78
0x3bab311d8386cc6ee340bf9dc54deacc7b73ea5c,78
0x3cc228f907bc37cbfdc1e415d2129d68aa3c4864,78
0x402a75f3500ca1fba17741ec916f07a0c9db195d,78
0x40d83d66673ec330c3cdb45b6ac9eb884d262a71,78
0x44e88af9ccecc4de798737cc70ee011f6c38d00e,78
0x4590219b226e50fe8ee023665a087e4eeaec1e1c,78
0x45ce9d7bdadb704c68242118e2b8586e491e5c51,78
0x469880d6013142ce79e6b795e6a9f3f564feaf7b,78
0x4846e45c101a8339be5489167f5aba5fcbf37bca,78
0x4952f5dde00a0677365e42d33bcc5a8abd4e2b43,78
0x4a356df984fd39a55ac7b7dd8ab66f4da66fe5fe,78
0x4c0e1f1c80090b6749f757262c267246aa3ace64,78
0x4f239dc9aed5cfed050d5898865137120be0bbbd,78
0x5029259f5f4125d6517c2082b8b942657af3b509,78
0x5104efc872d45dba3a97bf02aebe240dfc283321,78
0x5212f225f58b8cd4c1cf2a10dcf047449dcb5d86,78
0x53738166c362470e3d1c62811f99798434025d3d,78
0x53c404d148a5c7c164e259f07a87429ad79c00e6,78
0x54900a355ab53686acc198553665c0fa6810fa0f,78
0x55857b9a18e15a298136b3118af86bc9503b3eb5,78
0x59e406c3ccdd1c2aca7f34379706a6d697500323,78
0x5a7d7d8591de34678e8601a2a25f1ab06e90da63,78
0x5c10afd2e8c8ae7e282aea60759209f32edfe3d8,78
0x5d294292439fb1ee1d03be683dc283c4dfbb7180,78
0x5d345ad7e348fff3a339c61d6394ca24b094f939,78
0x5d6f8cda086a0837cdaf10e941f3d1d5e3e5531a,78
0x5e60c0a931d1901895a3ddf87f99640d4bf50403,78
0x61f9f97700d391d875fa14e020bd6f1e862ca10b,78
0x6555e1cc97d3cba6eaddebbcd7ca51d75771e0b8,78
0x683a42e5b414ae5cf79ece7e369ca5937fdcdc11,78
0x6a76274f50711486ab0799e75150130746ab542b,78
0x6b790599ea89be7f68268eea87bbba9cab5cfb68,78
0x6cbbd5d5e3f71280a568823adee4b18cc1be5e32,78
0x6cf35dd90be3717bf155dbb5db99477b5d84e368,78
0x6dc212f39c0325f32d3c3a864f8cc30bfa5d4cf7,78
0x6f21bfb01544afe0661280df5426dd4a8048c17e,78
0x70056d4450ddc31a61146fe91283aa3f645ec1e1,78
0x7186ce946a1bc87680ff0ed8e5d684ad27b3734d,78
0x72af4a7f781c35cc7c8d4c5042ab7a306ac8df3b,78
0x737284cfc66fd5989f2ac866989d70ae134227cb,78
0x7409956e1d10a00ea425722565790e2c77c40ad2,78
0x7639683ffe5573c68fde8a26f47db11e909ab1cc,78
0x770fb298e70df0eb42235671a53e3210dd2ec2e9,78
0x7a1437563a366169ca566e9bcb1f7482bedbff14,78
0x7a6ab4fe07d4b65a3a3b4a28cbde57ebaed9cd81,78
0x7a75da34c346f244e54fa2f71b25560efb1f9b20,78
0x7bc0ceafffc2f2322f07c3058ffbcc2fa7c2af7d,78
0x80559932fa7cf2707b40f4541fcd93eec4ab4266,78
0x8233b9df7afc7057dd3f670b81f394ff21bbbd08,78
0x8242d744f0d94f3a3e11258d727ec093e2b4589a,78
0x82f458f713ac9a366aa9c7e858f69454fde779e5,78
0x849f17c54d6dda08162ef328131048d95b9b2c71,78
0x84c23a698e9ff0a533fb3897d6832f8ac529740c,78
0x8510e03762a1b4ea8c6118048f50af0a28f88d12,78
0x86b7008723acc82651374ba81b951b2a8413743f,78
0x86e3209766b078527f77969f8013bec5dcdebaa4,78
0x8782696569cb4b825f6f1fb457c14dfb823187e4,78
0x88856d6ce40d223177c0b345ca1f74a089bb672d,78
0x893425f1e71fad6646eb70dd17a5f808a012ab4b,78
0x89555a4f31b06faca197cdf60fd996f1ba783feb,78
0x8af82f495137b95e59cbccecc4479f1e07df5f16,78
0x8e5d30f161ba3ebb09dc3c1f06515656af34baa1,78
0x8ec1675d89c4ff8579e461d593700292b9967b46,78
0x8f9e6dd01128cc3c148902ebfa648bfcb68ad1ce,78
0x9030b78a312147dba34359d1a8819336fd054230,78
0x9080860073ad25e31ee3bde8114ac5e7ec678138,78
0x91970127fd698b2716c36633ab396a797910a24c,78
0x9389e143dff86096766cd9ff82198857745a8d7b,78
0x93d30a4051df1363a11050dd5259494a609ed97e,78
0x95cfaddac52b76da6e858dd0896a46fcdf79e486,78
0x972723ab7c0121f8182b5f19a0015959fa776794,78
0x97a8b6076ed6164df582e598dfb363ffa770dd54,78
0x98390dc74aa2195174d937c92ec69bdf7e74bb6c,78
0x985c0748a95d30ba0585dbc33c4c366a56be8ed3,78
0x9b770e4300084059fafbca51adf7a3177d30723c,78
0x9c6d67c5fd1f78c3daee702b9a59183c0f4a9d17,78
0x9dafd2b0627955f9398f65324af581d44958d4d8,78
0x9ddc5b469e02cd486f8f77f3e8fe831468020085,78
0x9fd31424cfceab50218906bc1b3d87fe7778ca61,78
0xa010322f3eea1004d16e1687777440b78f2e558e,78
0xa218a8346454c982912cf6d14c714663c2d510d8,78
0xa4b5173309ac878db01dcea2b230cdcbc2cf6312,78
0xa59073c0e036edbdb5dc4e88f42bd9b32d6e968b,78
0xa5cd3bc3f3d34b3a716111643e19db88bfa649c7,78
0xa66aa61a67ee8dbd4a0dccd6fa6e3b0aaad49bc0,78
0xa7f3dfed2bcf7b35a8824e11ae8f723650edfb58,78
0xa82e4d575e09de36f09999c85c2d7237c957374a,78
0xa918add8803e65e97410ec42ae359dfe6663a8a6,78
0xabe65a54b5b5db177434ef4a84cf4b1512449e0c,78
0xacee7e48eb7ac0357d49d5c21cc4c1b5cb13cedb,78
0xae3c67b8aa12e458f2b4eafc0e9209710582c9d3,78
0xaf9e08f3020e624c945cc446e8759602049cb176,78
0xb082ddfd74748b763f52f04558e5f814a56de67a,78
0xb0848a5322f7d5d29416ac07b2df6e0cdb6c50d2,78
0xb4427280293c132fea5f4214782b87fd2a6c0b2f,78
0xb4dc65f8ade347d9d87d0d077f256afc798c4dc6,78
0xb4f82c737969262514458b802cc578cbf95430ee,78
0xb587e5af7d7131d5c0de77efda2979951dd6889c,78
0xb58f9800f74fea404b58f94ca3685d97e4fdfbed,78
0xb74bf8fe9fc050d48f298c04bb87463d2d82891e,78
0xb819706e897eacf235cdb5048962bd65873202c4,78
0xb9e5436ccbc77b8c25a3fdb53273cfde1e85990a,78
0xbabe31056c0fe1b704d811b2405f6e9f5ae5e59d,78
0xbeefdbfb1747399fed162c3b588d43a094353bd5,78
0xbfb7a43169b206e34d582f86c34e80347d170e2e,78
0xbfc54c36fbd010d53975ef38e90462c1a7afdb60,78
0xc3e1ceffc8087082baa045a9473edecf3773c122,78
0xc608abab7762e4b14b5693d8aeb4e848551a0c9b,78
0xc7f9ee3468bf061f64ecb960ed51ab2362f122d7,78
0xc9004eb172a1cf5afca47f38bea59231fbe96406,78
0xc968c8fd6b87874e17e37cb41e7d8b9bbc640c52,78
0xca8119e97013879b273711e92eaf9b8e387d77f1,78
0xcdf449b5c9bd2a725319163c3e7f2d7222c4d8c9,78
0xcf23abf7047685fb020ea16ee4feea3a195edcff,78
0xcfe638ac45cc776cda727b3d388bc7bf0219523f,78
0xd24e0a25b7a581d1adadd30c14b009047890e6f2,78
0xd3d555bb655acba9452bfc6d7cea8cc7b3628c55,78
0xd423381c0d2abce626384e09343a10c4e94c09fd,78
0xd47df21207181152dffc749eb3a66d8d91eb204a,78
0xd5c91f3ef6610dd5b1428bf9a67e3c03323c65f8,78
0xd6d30f186e802c1558b8137bd730f7f4aec17ae7,78
0xd70ad9c99996e46c11e018cb6f7e19c00b592359,78
0xd71b307f28c307ba2e5681117631d356d0eb34ff,78
0xd78f9e1f17bcb8f5b719d40b5dc262d9ecf9e9e5,78
0xd7a5d688b07a997fdee9896289f9d7d0f02c1f74,78
0xd8982cf39b93ca723ebbca49efd04d4777a9686b,78
0xdab02b8a30f1766f05ab309b5ff19f9641e2da6e,78
0xdbc9454541a32fc0cc1b76cfc674a76aab6233a9,78
0xdc95913ea736a669f9518dc58b90b5d7ea2c8c8a,78
0xe07e487d5a5e1098bbb4d259dac5ef83ae273f4e,78
0xe0ad79cdd7d049c9c12afcbffa33c58e118c48b0,78
0xe10746aeac9cc260afe434951bbbc48816ad1b71,78
0xe25b6d71bab6d363de5a5d20fbfd6e507760d3d0,78
0xe4e9bb2c6aabcae687352ba00214771dcd538a35,78
0xe6f6f9492098aad009faa3f9b84f35c0b6ee7f3c,78
0xe7186c0c4e6b249a269bd7fa3c3e1da54250c18b,78
0xe82542051b5e3ef94ce93c7a0473082dd3932bd5,78
0xe98bba5b0784a6c08b5e48d3382329ff54d4f42a,78
0xeb7f712da1b63321df34d12056c94e97aaa99939,78
0xecc996953e976a305ee585a9c7bbbcc85d1c467b,78
0xecf76e6901832b280502aa051b60536d0368dd39,78
0xee37f338220479c8f652e3557f02513bdb11c160,78
0xee68dc68913ee5606608c90d9b5db8ec4b12774c,78
0xef764bac8a438e7e498c2e5fccf0f174c3e3f8db,78
0xefea7656b79d8f5cdd4efe28ddf71855d9c7f447,78
0xf0ab8776883df3bbda2c8f27b2dce8b3609d88a4,78
0xf0b4fb521eee7561e746a2e01ef933c5a2225809,78
0xf7ab7c10b2ae4b4d505b037c987f8a59ff69ba6f,78
0xf84dc4cd6e5eb982cc6790d38842905a06174f8c,78
0xf9f2abcc9df889794b60f0791a784f5a97d32920,78
0xfb0018ad46c669b6a4c0e589c53db27daf7f7930,78
0xfccb964c514c12794509ed62fa274f0e284cee82,78
0xfdadbe4c8fba7bf5f2fe1ecc82cb55f14ba379b9,78
0xfde817c7a0770f42fb80b93dd7a538291c871765,78
0xfea0904acc8df0f3288b6583f60b86c36ea52acd,78
0xff19ad332cc5bb32703a3058c6f93ce177cfbb08,78
0x0048800e4f0f43c4867a9326402c69c28cd23bc7,76
0x0049fab7f5dd1f26f057bd5d972ffc6ba3c349dd,76
0x005839abcf30fc149dbac154d62cf00ce5a18351,76
0x0073c423a0b5d88b330d481301025db1ab65d891,76
0x01c623b3d66b8d28d2b6d1fc41e3c2835f1acd86,76
0x0235ecaa45c4ce4abaf58c21e70c103d1bd745d7,76
0x028ba041704644a05d49da2c72cd0ece5f37bc46,76
0x029d68ff4b05fc4102d8caa77e28c585a32cdd16,76
0x02a2ccb31d3e68bdebd90de2ea41b36d918400da,76
0x033e9b12438f95cdbe9170f313367f4c614c5fd4,76
0x034a4081df0c5a039d05113a7d0b334083a7b084,76
0x037233180981756cab77ae0ba784619cba7b3f87,76
0x0372c7bfbb5b38699d954faee540d6b90cafc877,76
0x043e318a6c11970e3f7950dff7bf51657337db2c,76
0x0470f22d198f15514085dd1fe72042d31ecddfa9,76
0x0489076a0d17394835af93cd62acff703b6814a9,76
0x053b7f29bc6d95182f0e54efc86549938878647e,76
0x054013b54780a61a2ec3f728c279c2440905ded1,76
0x0576903118227bbffed05c46271c03590f52158b,76
0x0645c4097ea0a49111afbc26b58612609183c927,76
0x072277b0ec9edc1f7bc35535af188b32f8042d37,76
0x076c95c6cd2eb823acc6347fdf5b3dd9b83511e4,76
0x09a0da7289a60809992d819530833f4053124090,76
0x0a6afb591cef197bd25ccc8e70a90909ae46c749,76
0x0b013cca6335dd62353ca60ecec9c39b5227d270,76
0x0b3c69cd19831da372f682ca593668ce73afa537,76
0x0ba43bae4613e03492e4c17af3b014b6c3202b9d,76
0x0c0b74126f0d4868750911d18ca74a174247ada6,76
0x0cbe265011306fd86438c7d23d0dfb1721c20763,76
0x0d5926184e886db1a736d88f0fb257be3f99ebd5,76
0x0d7c7bb9d42d6fe0008873e862fa03e646da0aef,76
0x0d81d65c3581140e1b82908340eb2f11ea0a0971,76
0x0dac0e020ce53159d02b06d062b61c26ef0cf469,76
0x0dc8ca1c9a3b11fca4cd9fab7202fb3eea82e778,76
0x0e0ec712b3912b5601216455a158cf18152cb62a,76
0x0e7644049d4db2aeaaea2938aa634179cad5954d,76
0x1055b1ba704158d78672179c61ef77eff2af6021,76
0x10aab4b0ef76aa2ac9b5909e671517a1171b050e,76
0x112d083ebe9ffbde9e0cebe5f4c3964f8e8533d7,76
0x1147359f0bee7e5e43e473a6d8fa11e79af0faa3,76
0x11966fd9273654925e0e37a481ffdf7f74567659,76
0x1198b3c8076b2c0af00d776389bf9261c6e50d89,76
0x13025800a6eddea918eae73b408eac60824f8ec8,76
0x134d7706f8f542f611a785cf30c693df302f4f24,76
0x1390743368d3d548cea3e371f8da81da2ffde2c1,76
0x14559df3fbe66cab6f893d8dd53f7bfe68de9c65,76
0x14c45cd15d33eaa8aa149e3ca0e6924db143b08c,76
0x153e016b77a1a0667af61c05187897075d526781,76
0x1564d040ec290c743f67f5cb11f3c1958b39872a,76
0x15ac14c5997e76322ed32ae54335ff284e6f92dd,76
0x1658a95d08bc44111a93f7afcab8444b7e8dc0c7,76
0x16ad4e68c2e1d312c01098d3e1cfc633b90dff46,76
0x16ea1f673e01419ba9af51365b88138ac492489a,76
0x1712808a5d99e8fa244079d50e2a3c46afcafb35,76
0x17c6f0a4016d782603e4f73a8db4ce09636728e3,76
0x17d0f4c303566119f6c7198c5a8166a58277a388,76
0x17e5a662b373673475c51b6db9d79bd291dce573,76
0x17f780e07e5525c20bf5f22b6c650052fa8605ab,76
0x187da357c4470445f2cb9476afc445875eefc6e5,76
